	sentences	label
3517	 --Nog wat vertellen, in plaats van gebak?	stern
3518	Wat drommel, ik ben heesch.	stern
3519	De beurt is aan Verbrugge.	stern
3520	 --Ja, m'nheer	stern
3521	Lost u Max wat af, verzocht mevrouw Havelaar.	stern
3522	Verbrugge bedacht zich even, en begon:	stern
3523	 --Er was eens een man, die een kalkoen stal ...  --O, deugniet, riep Havelaar, dat heb je van _Padang	stern
3524	En hoe is 't verder?	stern
3525	Wie kent het slot van die historie?	stern
3526	 --Wèl, _ik_!	stern
3527	Ik heb hem opgegeten, samen met ...	stern
3528	Weet je waarom ik te _Padang_, gesuspendeerd was?	stern
3529	 --Men zei dat er een deficit was in uw kas te _	stern
3530	Natal_, hernam Verbrugge.	stern
3531	 --Dit was niet geheel onwaar, doch _waar	stern
3532	_ was 't ook niet.	stern
3533	Ik was te _	stern
3534	Natal_ door allerlei oorzaken heel slordig geweest in myn geldelyke verantwoording, waarop inderdaad veel aanmerkingen te maken waren.	stern
3535	Maar dit viel in die dagen zoo dikwyls voor!	stern
3536	De omstandigheden in de Noord van Sumatra waren kort na 't innemen van _Baroes, Tapoes_ en _Singkel_ zóó verward, alles was zóó onrustig, dat men het een jong mensch, die liever te-paard zat dan dat hy geld telde of kasboeken byhield, niet kwalyk nemen kon dat alles niet zoo ordelyk en geregeld ging als men zou kunnen vorderen van een amsterdamschen boekhouder die niet anders te doen heeft.	stern
3537	De Battahlanden waren in roering, en je weet, Verbrugge, hoe altyd alles wat in de Battahs gebeurt, terugwerkt op 't Natalsche.	stern
3538	Ik sliep 's nachts geheel gekleed om spoedig by-dehand te zyn, wat dan ook dikwyls noodig was.	stern
3539	Daarby heeft het gevaar--eenigen tyd voor myn komst was er een komplot ontdekt, om myn voorganger te vermoorden en opstand te maken--het gevaar heeft iets aantrekkelyks, vooral wanneer men slechts twee-en-twintig jaren oud is.	stern
3540	Dit aantrekkelyke maakt dan iemand wel eens ongeschikt voor bureauwerk of voor de styve nauwkeurigheid die noodig is tot goed beheer van geldzaken.	stern
3541	Bovendien, ik had allerlei gekheden in 't hoofd ...	stern
3542	] riep mevrouw Havelaar een bediende toe.	stern
3543	 --Wàt hoeft niet?	stern
3544	 --Ik had gezegd nog iets gereed te maken in de keuken ... een omelet of zoo-iets.	stern
3545	En dat hoeft niet meer nu ik van myn gekheden begin?	stern
3546	je bent ondeugend, Tine!	stern
3547	't Is my wel, maar die heeren hebben ook een stem.	stern
3548	Verbrugge, wat kies je, je aandeel in de omelet of de historie?	stern
3549	 --Dat is een moeielyke pozitie voor een beleefd mensch zei Verbrugge.	stern
3550	 --En ook ik zou liever niet kiezen, voegde Duclari er by, want het is hier te doen om een uitspraak tusschen m'nheer en mevrouw	stern
3551	_entre l'écorce et le bois, il ne faut pas mettre le doigt_.	stern
3552	 --Ik zal u helpen, heeren, de omelet is ...	stern
3553	 --Mevrouw, zei de zeer beleefde Duclari, de omelet zal toch wel zooveel waard zyn als ...	stern
3554	 --Als de historie?	stern
3555	Zeker _als_ ze wat waard was!	stern
3556	Doch er is een bezwaar ...	stern
3557	 --Ik wed dat er nog geen suiker in huis is, riep Verbrugge.	stern
3558	Och, laat toch by my halen wat ge noodig hebt!	stern
3559	 --Suiker is er ... van mevrouw Slotering.	stern
3560	Neen, daaraan hapert het niet.	stern
3561	Als de omelet overigens goed was, zou dat geen bezwaar zyn, maar ...	stern
3562	 --Hoe dan, mevrouw, is ze in 't vuur gevallen?	stern
3563	 --Ik wou dat het waar was!	stern
3564	Neen, ze kan niet in 't vuur vallen	stern
3565	Ze is ...  --Maar, Tine, riep Havelaar, wat is ze dan toch?	stern
3566	 --Ze is imponderabel, Max, als je vrouwen te Arles ... wezen moesten!	stern
3567	Ik heb geen omelet ...	stern
3568	ik heb niets meer!	stern
3569	 --Dan in 's hemelsnaam de historie!	stern
3570	zuchtte Duclari met koddige wanhoop.	stern
3571	 --Maar koffi hebben we, riep Tine.	stern
3572	Koffidrinken in de voorgalery, en laat ons mevrouw Slotering met de meisjes daarby roepen, zei Havelaar, waarop 't kleine gezelschap naar buiten toog.	stern
3573	 --Ik gis dat ze bedanken zal, Max!	stern
3574	je weet dat ze ook liever niet met ons eet, en ik kan haar geen ongelyk geven.	stern
3575	 --Ze zal gehoord hebben dat ik histories vertel, zei Havelaar, en dat heeft haar afgeschrikt.	stern
3576	 --Wel neen, Max, dat zou haar niet deren:	stern
3577	ze verstaat geen hollandsch.	stern
3578	Neen, ze heeft my gezegd dat ze haar eigen huishouding wil blyven voeren, en dit begryp ik heel goed.	stern
3579	Weet je nog hoe je myn naam vertaald hebt?	stern
3580	 --_E.H.V.W: eigen haard veel waard_.	stern
3581	Ze heeft groot gelyk.	stern
3582	Bovendien, ze komt me wat menschenschuw voor.	stern
3583	Verbeeld je dat zy alle vreemden die 't erf betreden, laat wegjagen door de oppassers ...  --Ik verzoek om de historie of de omelet, zei Duclari.	stern
3584	 --Ik ook! riep Verbrugge.	stern
3585	Uitvluchten worden niet aangenomen.	stern
3586	We hebben aanspraak op een volledig maal, en daarom eisch ik de geschiedenis van den kalkoen.	stern
3587	--Die heb ik je reeds gegeven, zei Havelaar.	stern
3588	Ik had het beest gestolen van den generaal Vandamme, en heb 't opgegeten ... met iemand.	stern
3589	" --Voor die ""iemand"" ten-hemel voer, zei Tine schalk."	stern
3590	 --Neen, dat is tricheeren:	stern
3591	We moeten weten waarom ge dien kalkoen ... weggenomen hebt.	stern
3592	 --Wèl, omdat ik gebrek leed, en dat was de schuld van den generaal Vandamme die me gesuspendeerd had.	stern
3593	 --Als ik er niet meer van te weten kryg, breng ik een volgenden keer zelf een omelet mee, klaagde Verbrugge.	stern
3594	 --Geloof me, er stak niets meer achter dan dàt.	stern
3595	Hy had zeer véél kalkoenen, en ik had niets.	stern
3596	Men dreef die dieren voorby myn deur ...	stern
3597	ik nam er een, en zei tot den man die zich verbeeldde er op te passen:	stern
3598	"""zeg den generaal dat ik, Max Havelaar, dezen kalkoen neem"	stern
3599	omdat ik eten wil.	stern
3600	"""  --En dan dat epigram?"	stern
3601	Verbrugge je daarvan gesproken?	stern
3602	 --Dat had niets met den kalkoen uittestaan.	stern
3603	Ik maakte dat ding omdat hy zooveel ambtenaren suspendeerde.	stern
3604	Er waren er op _Padang_ zeker zeven of acht die hy met meer of min rechtvaardigheid in hun ambten geschorst had, en velen onder hen verdienden 't veel minder dan ik.	stern
3605	De adsistent-resident van _Padang	stern
3606	_ zelf was gesuspendeerd, en wel om een reden die, naar ik geloof, een geheel andere was dan de in het besluit opgegevene.	stern
3607	Ik wil u dat wel vertellen, schoon ik niet verzekeren kan dat ik alles juist weet, en alleen òverzeg wat men in de _chinesche kerk_[98] te _Padang	stern
3608	_ voor waar hield, en wat dan ook--vooral met het oog op de bekende eigenschappen van den generaal--waar _kan_ geweest zyn.	stern
3609	Hy had, moet ge weten, zyn vrouw getrouwd om een weddingschap te winnen, en daarmee een anker wyn.	stern
3610	Hy ging dus dikwyls 's avends uit, om ... overal rondteloopen.	stern
3611	Valkenaar moet eens in een straatje naby 't meisjesweeshuis zyn inkognito zóó stipt geëerbiedigd hebben, dat hy hem een pak slaag heeft gegeven even als een _gewonen	stern
3612	Niet ver van daar woonde _Miss_ X.	stern
3613	Er liep een gerucht dat die _Miss_ 't leven zou gegeven hebben aan een kindje, dat ... verdwenen was.	stern
3614	De adsistent-resident was als hoofd der politie verplicht, en ook inderdaad van plan, zich met die zaak te bemoeien, en schynt van dit voornemen iets gezegd te hebben op een whistparty by den generaal.	stern
3615	Doch zie, den volgenden dag ontvangt hy	stern
3616	"den last zich naar zekere Afdeeling te begeven, welker gezagvoerende kontroleur wegens ware of veronderstelde oneerlykheid geschorst was in zyn beheer, om _in loco_ zekere zaken te onderzoeken en daarvan ""te dienen van bericht."	stern
3617	""" Wèl was de adsistent-resident verwonderd dat hem iets werd opgedragen dat zyn Afdeeling in 't geheel niet aanging, doch daar hy strikt genomen deze opdracht kon beschouwen als een vereerende onderscheiding, en dewyl hy met den generaal op zeer vriendschappelyken voet stond zoodat hy geen oorzaak had aan een valstrik te denken, berustte hy in deze zending, en begaf zich naar ik wil vergeten hebben waarheen, om te doen wat hem bevolen was."	stern
3618	Na eenigen tyd keert hy terug, en biedt een verslag aan dat niet ongunstig luidde voor dien kontroleur.	stern
3619	Doch ziet, er was gedurende dien tyd op _Padang_, door 't publiek--dat is:	stern
3620	door niemand en iedereen--ontdekt dat die ambtenaar slechts gesuspendeerd was om een gelegenheid te scheppen den adsistent-resident van de plaats te verwyderen, ten-einde zyn voorgenomen onderzoek naar de verdwyning van dat kind te voorkomen, of althans te verschuiven tot een tydstip dat die zaak moeielyker zou optehelderen zyn.	stern
3621	Ik herhaal nu dat ik niet weet of dit waar was, doch naar de kennis die ikzelf later van den generaal Vandamme opdeed, komt deze lezing van 't geval my geloofbaar voor.	stern
3622	_ was er niemand die hem niet--wat het peil aangaat, waartoe zyn zedelykheid was afgedaald--tot zoo-iets in-staat keurde.	stern
3623	De meesten kenden hem slechts één goede hoedanigheid toe, die van onverschrokkenheid in 't gevaar, en indien ik, die hem in gevaar gezien heb, van meening ware dat hy _après tout_ een dapper man was, zou dit alleen my bewegen u deze geschiedenis niet te vertellen.	stern
3624	"'t Is waar, hy had op Sumatra veel laten ""sabreeren"" doch wie sommige gebeurtenissen van naby gezien had[99] voelde neiging om wat aftedingen op zyn dapperheid, en, hoe vreemd het schyne, ik geloof dat hy zyn krygsmansroem grootendeels te danken had aan de zucht tot tegenstelling, die ons allen min of meer bezielt."	stern
3625	Men zegt gaarne:	stern
3626	't is waar dat Peter of Paul _dit_, _dit_ of _dit_ is, maar ...	stern
3627	_dàt_ is hy, _dàt	stern
3628	moet men hem laten!	stern
3629	En nooit kan men zoo zeker zyn geprezen te worden, dan wanneer men een zeer in 't oog vallend gebrek heeft.	stern
3630	Jy, Verbrugge, bent alle dagen dronken ...	stern
3631	vroeg Verbrugge die een voorbeeld was van matigheid.	stern
3632	 --Ja, _ik	stern
3633	_ maak je nu dronken, alle dagen!	stern
3634	je zóó ver, dat Duclari 's avends in de galery over je struikelt.	stern
3635	Dit zal hy onaangenaam vinden, maar terstond zal hy zich herinneren iets goeds in je gezien te hebben dat hem toch vroeger niet in 't oog viel.	stern
3636	En als ik dan kom, en ik vind je zoo erg ...	stern
3637	"_, dan zal hy my de hand op den arm leggen, en uitroepen--""och, geloof toch dat hy overigens zoo'n beste brave knappe jongen is!"	stern
3638	zeg ik tòch van Verbrugge, riep Duclari, al is hy _vertikaal_.	stern
3639	 --Niet met dat vuur en die overtuiging!	stern
3640	hoe dikwyls men hoort zeggen:	stern
3641	"""o, als _die_ man op zyn zaken wilde passen, dàt zou iemand wezen!"	stern
3642	Maar ... en dan volgt het betoog hoe hy _niet_ op zyn zaken past en dus _niemand_ is.	stern
3643	Ik geloof hiervan de reden te weten.	stern
3644	Ook van de dooden verneemt men altyd goede hoedanigheden waarvan we vroeger niets bemerkten.	stern
3645	De oorzaak zal wel zyn dat ze niemand _in den weg staan_.	stern
3646	Alle menschen zyn min of meer mededingers.	stern
3647	We zouden gaarne èlk ander _geheel_ en _in alles_ onder ons plaatsen.	stern
3648	Dit echter te uiten, verbiedt de goede toon en zelfs het eigenbelang, want zeer spoedig zou niemand ons gelooven ook al beweerden wy iets waars.	stern
3649	Er moet dus een omweg gezocht worden, en ziet hier hoe we dit doen.	stern
3650	Als gy, Duclari, zegt:	stern
3651	"""de luitenant Slobkous is een goed soldaat, waarachtig hy is een goed soldaat, ik kan je niet genoeg zeggen welk een goed soldaat de luitenant Slobkous is ... maar een _theoretikus_ is hy niet ..."	stern
3652	 Heb je niet zoo gezegd, Duclari?	stern
3653	 --Ik heb nooit een luitenant Slobkous gekend of gezien?	stern
3654	 --Goed, schep er dan een, en zeg dat van hem.	stern
3655	 --Wèl, ik schep hem, en zeg het.	stern
3656	 --Weet je wat ge nu gezegd hebt?	stern
3657	Je hebt gezegd dat jy, Duclari, _à cheval_ bent op de _theorie_.	stern
3658	Ik ben geen haar beter.	stern
3659	Geloof me, we doen onrecht zoo boos te worden op iemand die heel slecht is, want de goeden onder ons zyn 't slechte zoo na!	stern
3660	Laat eens de volmaaktheid nul heeten, en honderd graden voor slecht gelden, hoe verkeerd doen	stern
3661	dan--wy, die dobberen tusschen acht-en negen-en-negentig!--_haro_ te roepen over iemand die op honderd-en-één staat!	stern
3662	En nog geloof ik dat velen dien honderdsten graad slechts niet bereiken uit gemis aan goede eigenschappen, aan moed by-voorbeeld om geheel te zyn wat men is.	stern
3663	 --Op hoeveel graden sta ik, Max?	stern
3664	 --Ik heb een loep noodig voor de onderdeelen, Tine.	stern
3665	 --Ik reklameer, riep Verbrugge--neen, mevrouw, niet tegen uwe nabyheid aan de nul!--neen, maar er zyn ambtenaren gesuspendeerd, er is een kind zoek, een generaal in staat van beschuldiging ... ik vraag:	stern
3666	_la pièce_!	stern
3667	 --Tine, zorg toch dat er een volgenden keer wat in huis is!	stern
3668	Neen, Verbrugge, je krygt _la pièce_ niet, voor ik nog een beetje heb rondgereden op myn stokpaardje over de tegenstellingen.	stern
3669	Ik zei dat elk mensch in zyn medemensch een soort van konkurrent ziet.	stern
3670	Men mag niet altyd laken--wat in 't oog vallen	stern
3671	zou!--daarom verheffen wy gaarne een goede eigenschap bovenmate, om de kwade hoedanigheid aan welker openbaring ons eigenlyk alleen gelegen is, te doen in het oog vallen, zonder den schyn op ons te laden van partydigheid.	stern
3672	Als iemand zich by my beklaagt omdat ik gezegd heb:	stern
3673	"""zyn dochter is zeer schoon, maar hy is een dief"" dan antwoord ik:"	stern
3674	"""hoe kan je dáárover zoo boos wezen!"	stern
3675	Ik heb immers gezegd dat je dochter een lief meisjen is!	stern
3676	Zieje, dat wint dubbel!	stern
3677	Wy beiden zyn kruieniers, ik neem hem zyn klanten af, die geen rozynen willen koopen by een dief, en te-gelyker-tyd zegt men van my dat ik een goed mensch ben, omdat ik de dochter prys van een konkurrent.	stern
3678	 --Neen, zóó erg is 't niet, zei Duclari, dàt is wat sterk!	stern
3679	 --Dit komt u nu zoo voor, omdat ik de vergelyking wat kort en brusk gemaakt heb.	stern
3680	We moeten ons dat:	stern
3681	"""hy is een dief"" eenigszins omzwachteld voorstellen."	stern
3682	De strekking der gelykenis blyft waar.	stern
3683	Wanneer we genoodzaakt zyn iemand zekere eigenschappen toe te kennen die aanspraak geven op achting, eerbied of ontzag, dan doet het ons genoegen naast die eigenschappen iets te ontdekken, dat ons van den verschuldigden cyns voor een gedeelte of geheel ontslaat.	stern
3684	"""Voor _zulk_ een dichter zou men 't hoofd buigen, maar ... hy slaat zyn vrouw!""[100"	stern
3685	Ziet ge, dan gebruiken wy gaarne de blauwe plekken van die vrouw als voorwendsel om ons hoofd overeind te houden, en in 't eind doet het ons zelfs pleizier dat hy 't mensch slaat, wat toch anders heel leelyk is.	stern
3686	Zoodra wy erkennen moeten dat iemand hoedanigheden bezit die hem de eer van een voetstuk waardig maken, zoodra we zyn aanspraken daarop niet langer kùnnen loochenen zonder doortegaan voor onkundig, gevoelloos, of nayverig ...	stern
3687	dan zeggen we ten-laatste:	stern
3688	"""goed, zet hem er op!"	stern
3689	""" Maar reeds onder dat opzetten, en als hyzelf nog meent dat we verrukt staan over zyn uitstekendheid, hebben we reeds den strik gelegd in den _lazzo_ die dienen moet om hem by de eerste gunstige gelegenheid naar-beneden te halen."	stern
3690	Hoe meer _mutatie	stern
3691	onder de _inhabers_ der voetstukken, hoe grooter de kans voor anderen om óók eens aan de beurt te komen, en dit is zóó waar dat wy uit gewoonte en tot oefening--even als een jager die op kraaien schiet, welke hy toch liggen laat--ook _die_ standbeelden gaarne neerhalen, welker piedestal nooit door ons kan bestegen worden.	stern
3692	Kappelman die zich voedt met zuurkool en scharrebier, zoekt verheffing in de klacht:	stern
3693	"""Alexander wàs niet groot ..."	stern
3694	"hy was onmatig"" zonder dat er voor Kappelman de minste kans bestaat ooit met Alexander te konkurreeren in wereldverovering."	stern
3695	Hoe dit zy, ik ben zeker dat velen nooit op 't denkbeeld zouden gekomen zyn, den generaal Vandamme voor zoo dapper te houden, als zyn dapperheid niet had kunnen dienen tot voertuig van 't altyd daarby gevoegde:	stern
3696	"""maar ... zyn zedelykheid!"	stern
3697	""" En tevens, dat deze onzedelykheid niet zoo hoog zou opgenomen zyn door de velen die zelf niet zoo onaantastbaar waren op dit stuk, wanneer men ze niet had noodig gehad tot het opwegen tegen zyn roem van dapperheid, die sommigen belette te slapen."	stern
3698	 Één eigenschap bezat hy werkelyk in hooge mate:	stern
3699	Wat hy zich voornam, moest geschieden, en geschiedde ook gewoonlyk.	stern
3700	Doch--zie je wel dat ik weer terstond de tegenstelling by-de-hand heb?--doch in de keuze der middelen was hy dan ook wat ...	stern
3701	vry, en, zooals van der Palm--naar ik geloof, ten-onrechte--van Napoléon zeide:	stern
3702	"""hinderpalen der zedelykheid stonden hem nooit in den weg!"	stern
3703	""" Nu, dan is 't zeker gemakkelyker zyn doel te bereiken, dan wanneer men zich door zoo-iets wèl gebonden acht."	stern
3704	De adsistent-resident van _Padang	stern
3705	_, dan had een bericht uitgebracht, dat gunstig luidde voor dien gesuspendeerden kontroleur, wiens suspensie hierdoor een tint van onrechtvaardigheid bekwam.	stern
3706	De Padangsche praatjes duurden voort:	stern
3707	men sprak nog altyd over 't verdwenen kind.	stern
3708	"De adsistent-resident voelde zich op-nieuw geroepen die zaak optevatten, maar voor hy iets tot helderheid had kunnen brengen, ontving hy een besluit waarby hy door den Gouverneur van Sumatra's Westkust werd gesuspendeerd ""wegens oneerlykheid in ambtsbetrekking."	stern
3709	""" Het heette dat hy uit vriendschap of medelyden de zaak van dien kontroleur, tegen beter weten aan, in een valsch daglicht had gesteld."	stern
3710	Ik heb de stukken die deze zaak betreffen, niet gelezen, maar ik weet dat de adsistent-resident niet in de minste betrekking met dien kontroleur stond, hetgeen reeds hieruit blykt dat men juist _hem_ had gekozen om die zaak te onderzoeken.	stern
3711	Ik weet voorts dat hy een achtenswaardig persoon was, en dat ook de Regeering hem hiervoor hield, hetgeen blykt uit het vernietigen der suspensie, nadat de zaak elders dan op Sumatra's Westkust onderzocht was.	stern
3712	Ook die kontroleur is later geheel in zyn eer hersteld geworden.	stern
3713	Het was hun suspensie die my 't puntdicht ingaf, dat ik op de ontbyttafel van den generaal liet neerleggen door iemand die toen by hem, vroeger by my in dienst was.	stern
3714	Het wandlend schorsbesluit dat schorsend ons regeert, Jan Schors-al, Gouverneur, de weerwolf onzer dagen, Had zyn geweten zelf met vreugd gesuspendeerd...	stern
3715	Als 't niet voor langen tyd finaal reeds ware ontslagen.	stern
3716	 --Neem me niet kwalyk, m'nheer	stern
3717	Havelaar, ik vind dat zoo-iets niet te pas kwam, zei Duclari.	stern
3718	 --Ik ook ... maar ik moest toch _iets_ doen!	stern
3719	Verbeeld je dat ik geen geld had, niets ontving, en van-dag tot-dag vreesde te sterven van honger, wat dan ook naby genoeg geweest is.	stern
3720	Ik had weinig of geen betrekkingen op _Padang_, en bovendien, ik had den generaal geschreven dat _hy_ verantwoordelyk was indien ik omkwam van ellende, en dat ik van niemand hulp zou aannemen.	stern
3721	In de binnenlanden waren er die, vernemende hoe 't met my gesteld was, my uitnoodigden ten hunnent te komen, maar de generaal verbood dat men my daarheen een pas zou geven.	stern
3722	Naar Java vertrekken mocht ik ook niet.	stern
3723	Overal elders had ik me kunnen redden, en misschien ook dáár als men niet zoo bevreesd ware geweest voor den machtigen generaal.	stern
3724	Het scheen zyn plan te zyn my te laten verhongeren.	stern
3725	Dat heeft negen maanden geduurd!	stern
3726	 --En hoe hebt ge u zoolang in 't leven gehouden?	stern
3727	Of had de generaal véél kalkoenen!	stern
3728	 --O ja!	stern
3729	Maar dit hielp me niet ...	stern
3730	zoo-iets doet men maar ééns, niet waar?	stern
3731	Wat ik gedurende dien tyd uitrichtte?	stern
3732	Och ... ik maakte verzen, schreef komedies ... en zoo al voort.	stern
3733	 --En was daarvoor op _Padang_ ryst te-koop?	stern
3734	 --Neen, maar die heb ik er ook niet voor gevraagd.	stern
3735	Ik zeg liever niet hoe ik geleefd heb.[101]	stern
3736	Tine drukte hem de hand, _zy_ wist het.	stern
3737	 --Ik heb een paar regels gelezen, die ge in die dagen zoudt geschreven hebben achter op een kwitantie, zei Verbrugge.	stern
3738	 --Ik weet wat je bedoelt.	stern
3739	Die regels schetsen myn pozitie.	stern
3740	Er bestond in die dagen een tydschrift, _de Kopiist_, waarop ik inteekenaar was.	stern
3741	Het stond onder de bescherming van de Regeering--de redakteur was ambtenaar by de algemeene Sekretarie[102]--en hierom werden de inteekeningsgelden in 's lands kas gestort.	stern
3742	Men bood my een kwitantie van twintig gulden aan.	stern
3743	Daar nu dit geld op de bureaux van den Gouverneur moest worden verhandeld, en dus de kwitantie, als zy onbetaald bleef, die bureaux te passeeren had om te worden teruggezonden naar Batavia, maakte ik van die gelegenheid gebruik om achter op dat stuk te protesteeren tegen myn armoede:    	stern
3744	Maar toen ik later te Batavia by de redaktie van den _Kopiist_ myn twintig gulden kwam brengen, was ik niets schuldig.	stern
3745	Het schynt dat de generaal zelf dat geld voor my betaald heeft, om niet gedwongen te zyn	stern
3746	die geillustreerde kwitantie terug te zenden naar Batavia	stern
3747	 --Maar wat deed hy na 't ... na 't ... wegnemen van dien kalkoen?	stern
3748	't Was toch ... een diefstal!	stern
3749	En na dat epigram?	stern
3750	 --Hy strafte me vreeselyk!	stern
3751	"Wanneer hy my voor die zaken had laten terechtstaan als schuldig aan oneerbiedigheid jegens den Gouverneur van Sumatra's Westkust, hetgeen in die dagen met een beetje goeden wil had kunnen worden uitgelegd als ""_pooging, tot ondermyning van 't nederlandsch gezag, en aanhitsing, tot opstand_"" of aan ""_diefstal op den publieken weg_"" zou hy getoond hebben een goedhartig mensch te zyn."	stern
3752	Maar neen, hy strafte me beter ... akelig!	stern
3753	Aan den man die op de kalkoenen passen moest, liet hy gelasten voortaan een anderen weg te kiezen.	stern
3754	En myn puntdicht ... ach, dàt is nog erger zeide _niets_, en deed _niets_!	stern
3755	Ziet ge, dit was wreed!	stern
3756	Hy gunde me niet het minste martelaars-air, ik werd niet belangwekkend door vervolging, en mocht niet ongelukkig wezen door verregaande geestigheid!	stern
3757	O, Duclari ... o,	stern
3758	't was om eens-voor-al te walgen van puntdichten en kalkoenen!	stern
3759	Zo weinig aanmoediging dooft de vlam van 't genie uit tot de laatste vonk ...	stern
3760	ik heb 't nooit weer gedaan!	stern
3761	    DERTIENDE HOOFDSTUK   --En mag men nu weten waarom ge eigenlyk gesuspendeerd waart?	stern
3762	 --O ja, gaarne!	stern
3763	Want daar ik alles wat ik u hiervan te zeggen heb, voor wáár geven en zelfs nog gedeeltelyk bewyzen kan, zult ge daaruit zien dat ik niet lichtvaardig handelde toen ik myn verhaal over dat vermiste kind, de praatjes van _Padang	stern
3764	_ niet verwierp als volstrekt ongerymd.	stern
3765	Men zal ze zeer geloofbaar vinden, zoodra men onzen dapperen generaal leert kennen in de zaken die _my_ betreffen.	stern
3766	Er waren dan in myn kasrekening te _	stern
3767	Natal_ onnauwkeurigheden en verzuimen.	stern
3768	Ge weet hoe elke onnauwkeurigheid op nadeel uitloopt:	stern
3769	nooit heeft men door slordigheid geld over.	stern
3770	De chef van de komptabiliteit te _Padang_--die nu juist myn byzondere vriend niet was--beweerde dat er duizenden te-kort kwamen.	stern
3771	Maar let wel dat men my, zoolang ik te _	stern
3772	Natal_ was, daarop niet had opmerkzaam gemaakt.	stern
3773	Geheel onverwachts ontving ik een overplaatsing naar de Padangsche bovenlanden.	stern
3774	Je weet, Verbrugge, dat op Sumatra een plaatsing in de bovenlanden van _Padang	stern
3775	_ als voordeeliger en aangenamer wordt beschouwd dan in de noordelyke residentie.	stern
3776	Daar ik nog slechts weinig maanden vroeger den Gouverneur by my had gezien--straks zult ge hooren waarom, en hoe?--en omdat er gedurende zyn verblyf te _Natal_, en zelfs in myn huis, zaken waren voorgevallen waarin ik meende my al zeer flink gedragen te hebben, nam ik die overplaatsing als een gunstige onderscheiding op, en vertrok van _Natal_ naar _Padang	stern
3777	Ik deed de reis met een fransch schip, de _Baobab_ van Marseille, dat te Atjeh peper had ingeladen, en ... natuurlyk te _	stern
3778	gebrek had aan drinkwater.	stern
3779	""" Zoodra ik te _Padang_ aankwam, met het doel vandaar terstond naar de binnenlanden te vertrekken, wilde ik volgens gebruik en plicht den Gouverneur bezoeken, maar hy liet me zeggen dat hy me niet ontvangen kon, en tevens dat ik myn vertrek naar myn nieuwe standplaats moest uitstellen tot nader bevel."	stern
3780	Ge begrypt dat ik hierover zeer verwonderd was, te-meer daar hy te _	stern
3781	verlaten had in een stemming die me deed meenen	stern
3782	by hem aangeschreven te staan.	stern
3783	Ik had slechts weinig kennissen te _Padang_, maar van deze weinigen vernam ik--of liever	stern
3784	ik bemerkte het aan hen--dat de generaal zeer verstoord op me was.	stern
3785	Ik zeg dat ik 't _bemerkte_ omdat op een buitenpost als _Padang_ toen was, de welwillendheid van velen dienen kon als graadmeter der genade die men gevonden had in de oogen des Gouverneurs.	stern
3786	Ik gevoelde dat er een storm in aantocht was, zonder te weten uit welken hoek	stern
3787	de wind komen zou.	stern
3788	Daar ik geld noodig had, verzocht ik dezen en genen me daarmee te-hulp te komen, en ik stond werkelyk verbaasd dat men my overal een weigerend antwoord gaf.	stern
3789	Op _Padang_, niet minder dan elders in Indie, waar over 't geheel het krediet een zelfs _te_ groote rol speelt, was de stemming op dat stuk anders	stern
3790	Men zou in elk ander geval met genoegen eenige honderden guldens hebben voorgeschoten aan een kontroleur die op reis was en tegen verwachting ergens werd opgehouden.	stern
3791	Doch my weigerde men alle hulp.	stern
3792	Ik drong by sommigen op 't noemen der oorzaken van dit wantrouwen aan, en _de fil en aiguille_ kwam ik eindelyk te weten dat men in myn geldelyk beheer te _	stern
3793	Natal_ fouten en verzuimen had ontdekt, die me verdacht maakten van ontrouwe administratie.	stern
3794	Dat er fouten in myn administratie waren, bevreemdde me volstrekt niet.	stern
3795	"Juist het tegendeel zou me verwonderd hebben, maar wel vond ik 't zonderling dat de Gouverneur, die persoonlyk getuige was geweest hoe ik gedurig ver van myn bureau had te kampen gehad met de ontevredenheid der bevolking en aanhoudende pogingen tot opstand ... dat hy die zelf my geprezen had over wat hy ""kordaatheid"" noemde, aan de ontdekte fouten den naam geven kon van ontrouw of oneerlykheid."	stern
3796	Niemand beter toch dan hy kon weten dat er in deze zaken nooit spraak kon zyn van iets anders dan van _force majeure_.	stern
3797	En, al loochende men deze _force majeure	stern
3798	", al wilde men my verantwoordelyk stellen voor fouten die begaan waren op oogenblikken dat ik--in levensgevaar dikwyls!--ver van de kas en wat er naar geleek, het beheer daarvan moest toevertrouwen aan anderen, al zou men eischen dat ik, het eene doende, het andere niet had mogen nalaten, dan nòg zou ik alleen schuldig geweest zyn aan een slordigheid die niets gemeens had met ""ontrouw."	stern
3799	""" Er bestonden bovendien, in die dagen vooral, talryke voorbeelden dat de Regeering deze moeielykheid der pozitie van de ambtenaren op Sumatra inzag, en 't scheen dan ook in grondbeginsel aangenomen by zulke gelegenheden iets door de vingers te zien."	stern
3800	"Men vergenoegde zich met van de betrokken ambtenaren de terugbetaling van 't ontbrekende te vorderen, en er moesten al zeer duidelyke bewyzen zyn voor men 't woord ""ontrouw"" uitsprak of zelfs daaraan dacht."	stern
3801	Dit was dan ook zóó als regel aangenomen, dat ik te _Natal_ den Gouverneur zelf gezegd had bevreesd te zyn dat ik, na 't onderzoeken van myn verantwoording op de bureaux te _Padang_ veel zou te betalen hebben, waarop hy schouder-ophalend antwoordde:	stern
3802	"""och ... die geldzaken!"" als gevoelde hyzelf dat het mindere voor 't meerdere wyken moest."	stern
