sentences	label
Of wel, hy moet dien dag kordaat _ja_ of _neen_ zeggen in antwoord op missive nummer zÃ³Ã³veel.	stern
Kortom, 's morgens by 't ontwaken valt je de wereld op 't hart, en dat is zwaar voor een hart, al is het sterk.	stern
Maar 's avends heeft men een pauze.	stern
Er liggen tien volle uren tusschen nu en 't oogenblik dat men zyn rok weerziet.	stern
Tien uren: zes-en-dertig-duizend sekonden om mensch te zyn!	stern
Dit lacht ieder toe.	stern
Dit is 't oogenblik waarop ik hoop te sterven, om ginder aantekomen met een inofficieel gezicht.	stern
Dit is 't oogenblik waarop je vrouw iets weervindt in je gelaat, van wat haar _ving_ toen ze je dien zakdoek behouden liet met een gekroonde _E_ op de punt	stern
--En toen ze nog 't recht niet had, verkouwen te wezen, zei Tine.  	stern
--Ach, plaag me niet!	stern
Ik wil maar zeggen dat men 's avends _gemÃ¼tlicher_ is.  	stern
Toen alzoo de zon langzamerhand verdween, ging Havelaar voort, werd ik een beter mensch.	stern
En als eerste blyk van die beterschap moge gelden, dat ik tot de kleine freule zei:  	stern
"Het zal nu gauw wat koeler worden."  	stern
"Ja, _toewan_!	stern
" antwoordde zy.  	stern
Maar ik boog myn hoogheid nog dieper tot die "stumpert" neer, en ving een gesprek met haar aan.	stern
Myn verdienste was te grooter omdat zy heel weinig antwoordde.	stern
Ik had gelyk in al wat ik zei ... dat ook al vervelend wordt, al is men nÃ²g zoo verwaand.  	stern
"Zou je graag een volgenden keer weer meegaan naar _Taloh-Baleh_?	stern
" vroeg ik.  	stern
"Zoo als toewan kommandeur[89	stern
"Neen, ik vraag _u	stern
zoo'n reisjen aangenaam vindt?"  	stern
"Als myn vader het verkiest.	stern
" antwoordde zy.  	stern
Zegt eens, heeren, was 't niet om dol te worden?	stern
Welnu, ik werd niet dol.	stern
De zon was onder, en ik voelde my _gemÃ¼thlich_ genoeg om nÃ²g niet afgeschrikt te worden door zÃ³Ã³veel domheid.	stern
Of liever, ik geloof dat ik begon vermaak te scheppen in 't hooren van myn stem	stern
--er zyn weinigen onder ons, die niet gaarne luisteren naar zichzelf--maar na myn _	stern
_ van den heelen dag, meende ik, nu ik eindelyk aan 't spreken geraakt was, iets beters te verdienen dan de al te onnoozele antwoorden van _	stern
Si Oepi Keteh_.  	stern
Ik zal haar een sprookje vertellen, dacht ik, dan hoor ikzelf het met-een, en ik heb niet noodig dat ze my antwoordt.	stern
Nu weet ge dat, even als by het lossen van een schip de laatst ingeladen _krandjang	stern
] 't eerst weer voor den dag komt, ook wy gewoonlyk die gedachte of die vertelling 't eerst lossen, die 't laatst is ingeladen.	stern
In het _Tydschrift van Nederlandsch Indie_ had ik kort tevoren een verhaal gelezen van Jeronimus	stern
: _de Japansche Steenhouwer	stern
Hoort eens, die Jeronimus heeft lieve dingen geschreven!	stern
Hebt ge zyn _Vendutie in een sterfhuis gelezen_?	stern
En, vooral: de _Pedatti_?[91]	stern
Ik zal 't u geven.  	stern
Ik dan had pas _de Japansche Steenhouwer_ gelezen.	stern
Ach, nu herinner ik my op-eenmaal	stern
hoe ik zoo-even verdwaald ben geraakt in dat liedje, waarin ik 't "donker oog" van dien visschersknaap tot scheelwordens toe	stern
"rond-om laat dwalen" in Ã©	stern
Dat was een aaneenschakeling van denkbeelden.	stern
Myn verstoordheid van dien dag stond in verband met het gevaarlyke der Natalsche ree ...	stern
je weet, Verbrugge, dat geen oorlogschip die reede mag aandoen, vooral niet in Juli ... ja, Duclari, de westmousson is daar in Juli 't sterkst, juist andersom dan hier.[92	stern
] Welnu, 't gevaarlyke van die reede schakelde zich vast aan myn gekrenkte eerzucht, en die eerzucht hangt weer samen met dat liedjen over _Djiwa	stern
Ik had den resident herhaaldelyk voorgesteld te _Natal	stern
_ een zeewering te maken, of althans een kunsthaven in de monding van de rivier, met het doel om handel te brengen in de Afdeeling _	stern
Natal_, die de zoo belangryke	stern
Battahlanden met de zee verbindt.	stern
in 't binnenland wisten geen weg met hun produkt, omdat de Natalsche ree--en terecht!--in zulk een slecht blaadje stond.	stern
Welnu, die voorstellen waren door den resident niet goedgekeurd, of althans hy beweerde dat de Regeering ze niet zou goedkeuren, en je weet dat behoorlyke residenten nooit iets voorstellen, dan wat ze vooruit kunnen berekenen dat aan 't Gouvernement bevallen zal.	stern
Het maken van een haven te _Natal	stern
_ streed in principe tegen 't stelsel van afsluiting, en wel verre van schepen daarheen te lokken, was 't zelfs verboden--tenzy in geval van _force majeure_--raschepen op de reede _toetelaten_.	stern
Als er nu toch een schip kwam--'t waren meestal Amerikaansche walvischvangers, of Franschen die peper hadden geladen in de onafhankelyke rykjes op den noordhoek[93]--liet	stern
ik my altyd door den kapitein een brief schryven, waarin hy verlof vroeg om drinkwater intenemen.	stern
De verstoordheid over 't mislukken myner pogingen om iets ten-voordeele van _Natal_ te bewerken, of liever de gekrenkte ydelheid ...	stern
was 't niet hard voor me, nog zoo weinig te beteekenen dat ik niet eens een haven kon laten maken waar ik wilde?	stern
Nu, dit alles, in verband met myn kandidatuur voor 't regelen van een zonnestelsel, had me dien dag zoo onbeminnelyk gemaakt.	stern
Toen ik door 't ondergaan der zon eenigszins genas--want ontevredenheid is een ziekte--bracht juist die ziekte my den _	stern
_ voor den geest, en misschien dacht ik alleen dÃ¡Ã¡rom die geschiedenis overluid, om, mezelf wysmakende dat ik het deed uit welwillendheid voor dat kind, ter-sluik	stern
den laatsten druppel intenemen van het drankje dat ik voelde noodig te hebben.	stern
Maar zy, dat kind, genas me--voor een dag of wat althans--beter dan myn vertelling, die ongeveer aldus moet geluid hebben:  	stern
Oepi_, er was een man die steenen hieuw uit de rots.	stern
Zyn arbeid was zeer zwaar, en hy arbeidde veel, doch zyn loon was gering, en tevreden was hy niet.  	stern
Hy zuchtte omdat zyn arbeid zwaar was.	stern
En hy riep:	stern
och, dat ik ryk ware, om te rusten op een _baleh-baleh_ met _	stern
klamboe_ van roode zyde.[94	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy wÃ s ryk.	stern
En hy rustte op een baleh-baleh, en de _klamboe_ was van roode zyde.  	stern
En de koning des lands toog voorby, met ruiters voor zyn wagen.	stern
En ook achter den wagen waren ruiters, en men hield den gouden _pajong_[95] boven het hoofd van den koning.  	stern
En toen de ryke man dit zag, verdroot het hem dat er geen gouden _pajong_, werd gehouden boven zyn hoofd.	stern
En tevreden was hy niet.  	stern
Hy zuchtte, en riep:	stern
ik wenschte koning te zyn.  	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy wÃ s koning.	stern
En voor zyn wagen reden vele ruiters, en ook waren er ruiters achter zyn wagen, en boven zyn hoofd hield men den gouden _pajong_.  	stern
En de zon scheen met heete stralen, en verbrandde het aardryk, zoodat de grasscheut dor werd.  	stern
En de koning klaagde dat de zon hem schroeide in het gelaat, en macht had boven hem.	stern
En tevreden was hy niet.  	stern
Hy zuchtte, en riep:	stern
ik wenschte de zon te zyn.  	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy wÃ s de zon.	stern
En hy zond zyn stralen naar boven, en naar beneden, naar de rechterzyde en naar de linkerzyde, en alom.  	stern
En hy verschroeide den grasscheut op het aardryk, en het gelaat der vorsten die op de aarde waren.  	stern
En een wolk stelde zich tusschen de aarde en hem, en de stralen van de zon stuitten daarop terug.  	stern
En hy werd toornig dat zyner macht weerstaan werd, en hy klaagde dat die wolk machtig was boven hem.	stern
En tevreden was hy niet.  	stern
Hy wilde de wolk zyn, die zoo machtig was.  	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy werd een wolk, en plaatste zich tusschen de zon en de aarde, en ving de stralen op, zoodat het gras groen werd.  	stern
En de wolk regende in groote druppen op het aardryk, en deed de rivieren zwellen, en _banjirs_ voerden de kudden weg.  	stern
En hy verwoestte door veel waters het veld.  	stern
En hy viel neer op een rots, die niet week.	stern
En hy klaterde in groote stroomen, maar de rots week niet.  	stern
En hy werd toornig omdat de rots niet wyken wilde, en omdat de sterkte van zyn stroomen ydel was.	stern
En tevreden was hy niet.  	stern
aan die rots is macht gegeven boven my.	stern
Ik wenschte die rots te zyn.  	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy wÃ¨rd rots, en bewoog niet als de zon scheen, en niet als het regende.  	stern
En daar kwam een man met houweel, en met puntigen bytel, en met zwaren hamer, die steenen hieuw uit de rots.	stern
En de rots zeide:	stern
wat is dit, dat die man macht heeft boven my, en steenen houwt uit myn schoot?	stern
En tevreden was hy niet.  	stern
ik ben zwakker dan deze ...	stern
ik wenschte die man te zyn.  	stern
En er kwam een engel uit den hemel, die zeide:	stern
u zy gelyk gy gezegd hebt.  	stern
En hy was een steenhouwer.	stern
En hy hieuw steenen uit de rots, met zwaren arbeid, en hy arbeidde zeer zwaar voor weinig loons, en hy was tevreden."  	stern
, riep Duclari, maar nu zyt ge ons nog 't bewys schuldig dat die kleine _Oepi_ imponderabel had moeten wezen.  	stern
--Neen, ik heb u dat bewys niet beloofd!	stern
Ik heb alleen willen vertellen hoe ik kennis met haar maakte.	stern
Toen myn verhaaltjen uit was, vroeg ik:  	stern
"En jy, _	stern
Oepi_, wat zou jy kiezen, als een engel uit den hemel	stern
je kwam vragen wat je begeerde?	stern
"Voorzeker, mynheer, ik zou hem bidden my meetenemen naar den hemel."  	stern
--Is dat niet beeldig?	stern
vroeg Tine aan haar gasten, die 't misschien heel gek vonden ...  	stern
Havelaar stond op, en vaagde iets weg van het voorhoofd.     	stern
--Beste Max, zei Tine, ons dessert is zoo schraal.	stern
Zou je niet ... je weet wel ... Madame Geoffrin?[96	stern
]  --Nog wat vertellen, in plaats van gebak?	stern
Wat drommel, ik ben heesch.	stern
De beurt is aan Verbrugge.  	stern
Lost u Max wat af, verzocht mevrouw Havelaar.  	stern
Verbrugge bedacht zich even, en begon:  	stern
--Er was eens een man, die een kalkoen stal ...  --O, deugniet, riep Havelaar, dat heb je van _Padang_!	stern
En hoe is 't verder?  	stern
--'t Is uit.	stern
Wie kent het slot van die historie?  	stern
--WÃ¨l, _ik_!	stern
Ik heb hem opgegeten, samen met ...iemand.	stern
Weet je waarom ik te _	stern
Padang_, gesuspendeerd was?  	stern
--Men zei dat er een deficit was in uw kas te _Natal_, hernam Verbrugge.  	stern
--Dit was niet geheel onwaar, doch _waar_ was 't ook niet.	stern
Ik was te _	stern
Natal_ door allerlei oorzaken	stern
heel slordig geweest in myn geldelyke verantwoording, waarop inderdaad veel aanmerkingen te maken waren.	stern
Maar dit viel in die dagen zoo dikwyls voor!	stern
De omstandigheden in de Noord van Sumatra waren kort na 't innemen van _Baroes, Tapoes_ en _	stern
, alles was zÃ³Ã³ onrustig, dat men het een jong mensch, die liever te-paard zat dan dat hy geld telde of kasboeken	stern
byhield, niet kwalyk nemen kon	stern
dat alles niet zoo ordelyk en geregeld ging als men zou kunnen vorderen van een amsterdamschen boekhouder die niet anders te doen heeft.	stern
De Battahlanden waren in roering, en je weet, Verbrugge, hoe altyd alles wat in de Battahs gebeurt, terugwerkt op 't Natalsche.	stern
Ik sliep 's nachts geheel gekleed om spoedig by-dehand te zyn, wat dan ook dikwyls noodig was.	stern
Daarby heeft het gevaar--eenigen tyd voor myn komst was er een komplot ontdekt, om myn voorganger te vermoorden en opstand te maken--het gevaar heeft iets aantrekkelyks, vooral wanneer men slechts twee-en-twintig jaren oud is.	stern
Dit aantrekkelyke maakt dan iemand wel eens ongeschikt voor bureauwerk of voor de styve nauwkeurigheid die noodig is tot goed beheer van geldzaken.	stern
Bovendien, ik had allerlei gekheden in 't hoofd ...  	stern
] riep mevrouw Havelaar een bediende toe.  	stern
--WÃ t hoeft niet?  	stern
--Ik had gezegd nog iets gereed te maken in de keuken	stern
een omelet of zoo-iets.  	stern
En dat hoeft niet meer nu ik van myn gekheden begin?	stern
je bent ondeugend, Tine!	stern
't Is my wel, maar die heeren hebben ook een stem.	stern
Verbrugge, wat kies je, je aandeel in de omelet of de historie?  	stern
--Dat is een moeielyke pozitie voor een beleefd mensch zei Verbrugge.  	stern
ik zou liever niet kiezen, voegde Duclari er by, want het is hier te doen om een uitspraak tusschen m'nheer en mevrouw, en:	stern
corce et le bois, il ne faut pas mettre le doigt_.  	stern
--Ik zal u helpen, heeren, de omelet is ...  	stern
--Mevrouw, zei de zeer beleefde Duclari, de omelet zal toch wel zooveel waard zyn	stern
als ...  --Als de historie?	stern
Zeker _als_	stern
ze wat waard was!	stern
Doch er is een bezwaar ...  	stern
--Ik wed dat er nog geen suiker in huis is, riep Verbrugge.	stern
Och, laat toch by my halen wat ge noodig hebt!  	stern
--Suiker is er ... van mevrouw Slotering.	stern
Neen, daaraan hapert het niet.	stern
Als de omelet overigens goed was, zou dat geen bezwaar zyn, maar ...  --Hoe dan, mevrouw, is ze in 't vuur gevallen?  	stern
--Ik wou dat het waar was!	stern
Neen, ze kan niet in 't vuur vallen	stern
Ze is ...  --Maar, Tine, riep Havelaar, wat is ze dan toch?  	stern
--Ze is imponderabel, Max, als je vrouwen te Arles ... wezen moesten!	stern
Ik heb geen omelet ...	stern
ik heb niets meer!  	stern
--Dan in 's hemelsnaam	stern
zuchtte Duclari met koddige wanhoop.  	stern
hebben we, riep Tine.  --Goed!	stern
Koffidrinken in de voorgalery, en laat ons mevrouw Slotering met de meisjes daarby roepen, zei Havelaar, waarop 't kleine gezelschap naar buiten toog.  	stern
--Ik gis dat ze bedanken zal, Max!	stern
je weet dat ze ook liever niet met ons eet, en ik kan haar geen ongelyk geven.  	stern
--Ze zal gehoord hebben dat ik histories vertel, zei Havelaar, en dat heeft haar afgeschrikt.  	stern
--Wel neen, Max, dat zou haar niet deren:	stern
ze verstaat geen hollandsch.	stern
Neen, ze heeft my gezegd dat ze haar eigen huishouding wil blyven voeren, en dit begryp ik heel goed.	stern
Weet je nog hoe je myn naam vertaald hebt?  	stern
veel waard_.  	stern
Ze heeft groot gelyk.	stern
Bovendien, ze komt me wat menschenschuw voor.	stern
Verbeeld je dat zy alle vreemden die 't erf betreden, laat wegjagen door de oppassers ...  --Ik verzoek om de historie of de omelet, zei Duclari.  	stern
Uitvluchten worden niet aangenomen.	stern
We hebben aanspraak op een volledig maal, en daarom eisch ik de geschiedenis van den kalkoen.  	stern
--Die heb ik je reeds gegeven, zei Havelaar.	stern
Ik had het beest gestolen van den generaal Vandamme, en heb 't opgegeten ... met iemand.  	stern
--Voor die "iemand" ten-hemel voer, zei Tine schalk.  	stern
--Neen, dat is tricheeren: riep Duclari.	stern
We moeten weten waarom ge dien kalkoen ...	stern
weggenomen hebt.  	stern
--WÃ¨l, omdat ik gebrek leed, en dat was de schuld van den generaal Vandamme die me gesuspendeerd had.  	stern
--Als ik er niet meer van te weten kryg, breng ik een volgenden keer zelf een omelet mee, klaagde Verbrugge.  	stern
me, er stak niets meer achter	stern
Hy had zeer vÃ©	stern
l kalkoenen, en ik had niets.	stern
Men dreef die dieren voorby myn deur ...	stern
ik nam er een, en zei tot den man die zich verbeeldde er op te passen:	stern
"zeg den generaal dat ik, Max Havelaar, dezen kalkoen neem	stern
omdat ik eten wil.	stern
--En dan dat epigram?  	stern
Verbrugge je daarvan gesproken?  	stern
--Dat had niets met den kalkoen uittestaan.	stern
Ik maakte dat ding omdat hy zooveel ambtenaren suspendeerde.	stern
Er waren er op _	stern
zeven of acht die hy met meer of min rechtvaardigheid in hun ambten geschorst had, en velen onder hen verdienden 't veel minder dan ik.	stern
De adsistent-resident van _	stern
Padang_ zelf was gesuspendeerd, en wel om een reden die, naar ik geloof, een geheel andere was dan de in het besluit opgegevene.	stern
Ik wil u dat wel vertellen, schoon ik	stern
niet verzekeren kan dat ik alles juist weet	stern
, en alleen Ã²verzeg wat men in de _chinesche kerk_[98] te _	stern
Padang_ voor waar hield, en wat dan ook--vooral met het oog op de bekende eigenschappen van den generaal--waar _kan_ geweest zyn.  	stern
Hy had, moet ge weten, zyn vrouw getrouwd om een weddingschap te winnen, en daarmee een anker wyn.	stern
Hy ging dus dikwyls 's avends uit, om ... overal rondteloopen.	stern
De surnumerair Valkenaar moet eens in een straatje naby 't meisjesweeshuis zyn	stern
«erbiedigd hebben, dat hy hem een pak slaag heeft gegeven even als een _gewonen_ straatschender.	stern
Niet ver van daar woonde _Miss_ X. Er liep een gerucht dat die _Miss_ 't leven zou gegeven hebben aan een kindje, dat ... verdwenen was.	stern
De adsistent-resident was als hoofd der politie verplicht, en ook inderdaad van plan, zich met die zaak te bemoeien, en schynt van dit voornemen iets gezegd te hebben op een whistparty by den generaal.	stern
Doch zie, den volgenden dag ontvangt hy den last zich naar zekere Afdeeling te begeven, welker gezagvoerende kontroleur wegens ware of veronderstelde oneerlykheid geschorst was in zyn beheer, om _in loco_ zekere zaken te onderzoeken en daarvan "te dienen van bericht.	stern
" WÃ¨l was de adsistent-resident verwonderd dat hem iets werd opgedragen dat zyn Afdeeling in 't geheel niet aanging, doch daar hy strikt genomen deze opdracht kon beschouwen als een vereerende onderscheiding, en dewyl hy met den generaal op zeer vriendschappelyken voet stond zoodat hy geen oorzaak had aan een valstrik te denken, berustte hy in deze zending, en begaf zich naar ik wil vergeten hebben waarheen, om te doen wat hem bevolen was.	stern
Na eenigen tyd keert hy terug, en biedt een verslag aan dat niet ongunstig luidde voor dien kontroleur.	stern
Doch ziet, er was gedurende dien tyd op _	stern
Padang_, door 't publiek--dat is:	stern
door niemand en iedereen--ontdekt dat die ambtenaar slechts gesuspendeerd was om een gelegenheid te scheppen den adsistent-resident van de plaats te verwyderen, ten-einde zyn voorgenomen onderzoek naar de verdwyning van dat kind te voorkomen, of althans te verschuiven tot een tydstip dat die zaak moeielyker zou optehelderen zyn.	stern
Ik herhaal nu dat ik niet weet of dit waar was, doch naar de kennis die ikzelf later van den generaal Vandamme opdeed, komt deze lezing van 't geval my geloofbaar voor.	stern
Padang_ was er niemand die hem niet--wat het peil aangaat, waartoe zyn zedelykheid was afgedaald--tot zoo-iets in-staat keurde.	stern
De meesten kenden hem slechts Ã©	stern
n goede hoedanigheid toe, die van onverschrokkenheid in 't gevaar, en indien ik, die hem in gevaar gezien heb, van meening ware dat hy _aprÃ¨s tout_	stern
een dapper man was, zou dit alleen my bewegen u deze geschiedenis niet te vertellen.	stern
't Is waar, hy had op Sumatra veel laten "sabreeren" doch wie sommige gebeurtenissen van naby gezien had[99] voelde neiging om wat aftedingen op zyn dapperheid, en, hoe vreemd het schyne, ik geloof dat hy zyn krygsmansroem grootendeels te danken had aan de zucht tot tegenstelling, die ons allen min of meer bezielt.	stern
Men zegt gaarne:	stern
't is waar dat Peter of Paul _dit_, _dit_ of _dit_ is, maar ...	stern
_ is hy, _	stern
moet men hem laten!	stern
En nooit kan men zoo zeker zyn geprezen te worden, dan wanneer men een zeer in 't oog vallend gebrek heeft.	stern
Jy, Verbrugge, bent alle dagen dronken ...  	stern
vroeg Verbrugge die een voorbeeld was van matigheid.  	stern
_ maak je nu dronken, alle dagen!	stern
je vergeet je zÃ³Ã³ ver, dat Duclari 's avends in de galery over je struikelt.	stern
Dit zal hy onaangenaam vinden, maar terstond zal hy zich herinneren iets goeds in je gezien te hebben dat hem toch vroeger niet in 't oog viel.	stern
En als ik dan kom, en ik vind je zoo erg ... _horizontaal_, dan zal hy my de hand op den arm leggen, en uitroepen--"och, geloof toch dat hy overigens zoo'n beste brave knappe jongen is!"  	stern
ik tÃ²ch van Verbrugge, riep Duclari, al is hy _vertikaal_.  	stern
--Niet met dat vuur en die overtuiging!	stern
men hoort zeggen:	stern
"o, als _die_ man op zyn zaken wilde passen, dÃ t zou iemand wezen!	stern
Maar ... en dan volgt het betoog hoe hy _niet_ op zyn zaken past en dus _niemand_ is.	stern
Ik geloof hiervan de reden te weten.	stern
Ook van de dooden verneemt men altyd goede hoedanigheden waarvan we vroeger niets bemerkten.	stern
De oorzaak zal wel zyn dat ze niemand _in den weg staan_.	stern
Alle menschen zyn min of meer mededingers.	stern
We zouden gaarne Ã¨lk ander _geheel_ en _in alles_ onder ons plaatsen.	stern
Dit echter te uiten, verbiedt de goede toon en zelfs het eigenbelang, want zeer spoedig zou niemand ons gelooven ook al beweerden wy iets waars.	stern
Er moet dus een omweg gezocht worden, en ziet hier hoe we dit doen.	stern
Als gy, Duclari, zegt:	stern
"de luitenant Slobkous is een goed soldaat, waarachtig hy is een goed soldaat, ik kan je niet genoeg zeggen welk	stern
de luitenant Slobkous is ...	stern
maar een _theoretikus	stern
_ is hy niet ...  	stern
Heb je niet zoo gezegd, Duclari?  	stern
--Ik heb nooit een luitenant Slobkous gekend of gezien?  	stern
--Goed, schep er dan een, en zeg dat van hem.  	stern
--WÃ¨l, ik schep hem, en zeg het.  	stern
--Weet je wat ge nu gezegd hebt?	stern
Je hebt gezegd dat jy, Duclari, _Ã cheval	stern
_ bent op de _theorie_.	stern
Ik ben geen haar beter.	stern
Geloof me, we doen onrecht zoo boos te worden op iemand die heel slecht is, want de goeden onder ons zyn 't slechte zoo na!	stern
Laat eens de volmaaktheid nul heeten, en honderd graden voor slecht gelden, hoe verkeerd doen we dan--wy, die dobberen tusschen acht-en negen-en-negentig!--_haro_ te roepen over iemand die op honderd-en-Ã©	stern
En nog geloof ik dat velen dien honderdsten graad slechts niet bereiken uit gemis aan goede eigenschappen, aan moed by-voorbeeld om geheel te zyn	stern
wat men is.  	stern
hoeveel graden sta ik, Max?  	stern
--Ik heb een loep noodig voor de onderdeelen, Tine.  	stern
--Ik reklameer, riep Verbrugge--neen, mevrouw, niet tegen uwe nabyheid aan de nul!--neen, maar er zyn ambtenaren gesuspendeerd, er is een kind zoek, een generaal in staat van beschuldiging	stern
--Tine, zorg toch dat er een volgenden keer wat in huis is	stern
Neen, Verbrugge, je krygt _la piÃ¨ce	stern
_ niet, voor ik nog een beetje heb rondgereden op myn stokpaardje over de tegenstellingen.	stern
Ik zei dat elk mensch in zyn medemensch een soort van konkurrent ziet.	stern
Men mag niet altyd laken--wat in 't oog vallen	stern
bovenmate, om de kwade hoedanigheid aan welker openbaring ons eigenlyk alleen gelegen is, te doen in het oog vallen, zonder den schyn op ons te laden van partydigheid.	stern
Als iemand zich by my beklaagt omdat ik gezegd heb:	stern
"zyn dochter is zeer schoon, maar hy is een dief" dan antwoord ik:	stern
"hoe kan je dÃ¡Ã¡rover zoo boos wezen!	stern
Ik heb immers gezegd dat je dochter een lief meisjen is!	stern
Zieje, dat wint dubbel!	stern
Wy beiden zyn kruieniers, ik neem hem zyn klanten af, die geen rozynen willen koopen by een dief, en te-gelyker-tyd zegt men van my dat ik een goed mensch ben, omdat ik de dochter prys van een konkurrent.  	stern
erg is 't niet, zei Duclari, dÃ t is wat sterk!  	stern
--Dit komt u nu zoo voor, omdat ik de vergelyking wat kort en brusk gemaakt heb.	stern
We moeten ons dat:	stern
"hy is een dief" eenigszins omzwachteld voorstellen.	stern
De strekking der gelykenis blyft waar.	stern
Wanneer we genoodzaakt zyn	stern
iemand zekere eigenschappen toe te kennen die aanspraak geven op achting, eerbied of ontzag	stern
, dan doet het ons genoegen naast die eigenschappen iets te ontdekken, dat ons van den verschuldigden cyns voor een gedeelte of geheel ontslaat.	stern
"Voor _zulk_	stern
een dichter zou men 't hoofd buigen, maar ... hy slaat zyn vrouw!"[100] Ziet ge, dan gebruiken wy gaarne de blauwe plekken van die vrouw als voorwendsel om ons hoofd overeind te houden, en in 't eind doet het ons zelfs pleizier dat hy 't mensch slaat, wat toch anders heel leelyk is.	stern
Zoodra wy erkennen moeten dat iemand hoedanigheden bezit die hem de eer van een voetstuk waardig maken, zoodra we zyn aanspraken	stern
daarop niet langer kÃ¹nnen loochenen zonder doortegaan voor onkundig, gevoelloos, of nayverig ...	stern
dan zeggen we ten-laatste:	stern
"goed, zet hem er op!"	stern
Maar reeds onder dat opzetten, en als hyzelf nog meent dat we verrukt staan over zyn uitstekendheid, hebben we reeds den strik gelegd in den _lazzo_ die dienen moet om hem by de eerste gunstige gelegenheid naar-beneden te halen.	stern
_ onder de _inhabers	stern
_ der voetstukken, hoe grooter de kans voor anderen om Ã³Ã³k eens aan de beurt te komen, en dit is zÃ³Ã³ waar dat wy uit gewoonte en tot oefening--even als een jager die op kraaien schiet, welke hy toch liggen laat--ook _die_ standbeelden gaarne neerhalen, welker piedestal nooit door ons kan bestegen worden.	stern
Kappelman die zich voedt met zuurkool en scharrebier, zoekt verheffing in de klacht:	stern
"Alexander wÃ s niet groot ...	stern
hy was onmatig" zonder dat er voor Kappelman de minste kans bestaat ooit met Alexander te konkurreeren in wereldverovering.  	stern
Hoe dit zy, ik ben zeker dat velen nooit op 't denkbeeld zouden gekomen	stern
zyn, den generaal	stern
Vandamme voor zoo dapper te houden, als zyn dapperheid niet had kunnen dienen tot voertuig van 't altyd daarby gevoegde:	stern
"maar ... zyn zedelykheid!	stern
En tevens, dat deze onzedelykheid niet zoo hoog zou opgenomen zyn door de velen die zelf niet zoo	stern
onaantastbaar waren op dit stuk, wanneer men ze niet had noodig gehad tot het opwegen tegen zyn roem van dapperheid, die sommigen belette te slapen.  	stern
n eigenschap bezat hy werkelyk in hooge mate: wilskracht.	stern
Wat hy zich voornam, moest geschieden, en geschiedde ook gewoonlyk.	stern
Doch--zie je wel dat ik weer terstond de tegenstelling by-de-hand heb?--doch in de keuze der middelen was hy dan ook wat ... vry, en, zooals van der Palm--naar ik geloof, ten-onrechte	stern
--van NapolÃ©on zeide:	stern
"hinderpalen der zedelykheid stonden hem nooit in den weg!	stern
" Nu, dan is 't zeker gemakkelyker zyn doel te bereiken, dan wanneer men zich door zoo-iets wÃ¨l gebonden acht.  	stern
De adsistent-resident van _	stern
Padang_, dan had een bericht uitgebracht, dat gunstig luidde voor dien gesuspendeerden kontroleur, wiens suspensie hierdoor een tint van onrechtvaardigheid bekwam.	stern
De Padangsche praatjes duurden voort:	stern
men sprak nog altyd over 't verdwenen kind.	stern
De adsistent-resident voelde zich op-nieuw geroepen die zaak optevatten, maar voor hy iets tot helderheid had kunnen brengen, ontving hy een besluit waarby hy door den Gouverneur van Sumatra's Westkust werd gesuspendeerd "wegens oneerlykheid in ambtsbetrekking.	stern
