	sentences	label	length	n_words	pos_tag	dependency	trigrams
2609	But even in places where such are located, their number, considering the other kinds of labour required of them, is seldom in proportion to the work that would be required to keep large grounds in good order.	stern	208	37	['PROPN', 'ADV', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'X', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'AUX', 'NOUN', 'ADP', 'X', 'X', 'X', 'X', 'NOUN', 'NOUN', 'X', 'PROPN', 'X', 'X', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	['ROOT', 'fixed', 'case', 'obl', 'amod', 'ROOT', 'amod', 'ROOT', 'punct', 'amod', 'appos', 'punct', 'conj', 'advmod', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'cc', 'conj', 'punct', 'cop', 'nsubj', 'case', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'appos', 'nmod', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'case', 'obl', 'ROOT', 'punct']	[['But', 'even', 'in'], ['even', 'in', 'places'], ['in', 'places', 'where'], ['places', 'where', 'such'], ['where', 'such', 'are'], ['such', 'are', 'located,'], ['are', 'located,', 'their'], ['located,', 'their', 'number,'], ['their', 'number,', 'considering'], ['number,', 'considering', 'the'], ['considering', 'the', 'other'], ['the', 'other', 'kinds'], ['other', 'kinds', 'of'], ['kinds', 'of', 'labour'], ['of', 'labour', 'required'], ['labour', 'required', 'of'], ['required', 'of', 'them,'], ['of', 'them,', 'is'], ['them,', 'is', 'seldom'], ['is', 'seldom', 'in'], ['seldom', 'in', 'proportion'], ['in', 'proportion', 'to'], ['proportion', 'to', 'the'], ['to', 'the', 'work'], ['the', 'work', 'that'], ['work', 'that', 'would'], ['that', 'would', 'be'], ['would', 'be', 'required'], ['be', 'required', 'to'], ['required', 'to', 'keep'], ['to', 'keep', 'large'], ['keep', 'large', 'grounds'], ['large', 'grounds', 'in'], ['grounds', 'in', 'good'], ['in', 'good', 'order.']]
2610	Other means must be found, and the summoning of labourers to perform feudal tasks is had recourse to.	stern	101	18	['NOUN', 'NOUN', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'NOUN', 'CCONJ', 'NOUN', 'X', 'X', 'X', 'ADJ', 'AUX', 'AUX', 'ADJ', 'X', 'PUNCT']	['nmod', 'advmod', 'nmod', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'ROOT', 'cop', 'obl', 'amod', 'obj', 'punct']	[['Other', 'means', 'must'], ['means', 'must', 'be'], ['must', 'be', 'found,'], ['be', 'found,', 'and'], ['found,', 'and', 'the'], ['and', 'the', 'summoning'], ['the', 'summoning', 'of'], ['summoning', 'of', 'labourers'], ['of', 'labourers', 'to'], ['labourers', 'to', 'perform'], ['to', 'perform', 'feudal'], ['perform', 'feudal', 'tasks'], ['feudal', 'tasks', 'is'], ['tasks', 'is', 'had'], ['is', 'had', 'recourse'], ['had', 'recourse', 'to.']]
2611	The Regent or Demang who receives such a summons makes haste to obey it, for he knows very well that it will be very difficult for the administrator who abuses his power, afterwards to punish a native chief for a similar fault, and so the error of the one becomes the passport of the other.	stern	290	55	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'X', 'X', 'NOUN', 'ADJ', 'X', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'X', 'NOUN', 'X', 'NOUN', 'PUNCT', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'X', 'X', 'X', 'X', 'NOUN', 'PUNCT']	['nsubj', 'flat', 'flat', 'flat', 'flat', 'fixed', 'flat', 'cc', 'conj', 'nmod', 'ROOT', 'obl', 'fixed', 'cop', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'ROOT', 'punct', 'nmod', 'fixed', 'fixed', 'cc', 'conj', 'conj', 'fixed', 'cc', 'conj', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct']	[['The', 'Regent', 'or'], ['Regent', 'or', 'Demang'], ['or', 'Demang', 'who'], ['Demang', 'who', 'receives'], ['who', 'receives', 'such'], ['receives', 'such', 'a'], ['such', 'a', 'summons'], ['a', 'summons', 'makes'], ['summons', 'makes', 'haste'], ['makes', 'haste', 'to'], ['haste', 'to', 'obey'], ['to', 'obey', 'it,'], ['obey', 'it,', 'for'], ['it,', 'for', 'he'], ['for', 'he', 'knows'], ['he', 'knows', 'very'], ['knows', 'very', 'well'], ['very', 'well', 'that'], ['well', 'that', 'it'], ['that', 'it', 'will'], ['it', 'will', 'be'], ['will', 'be', 'very'], ['be', 'very', 'difficult'], ['very', 'difficult', 'for'], ['difficult', 'for', 'the'], ['for', 'the', 'administrator'], ['the', 'administrator', 'who'], ['administrator', 'who', 'abuses'], ['who', 'abuses', 'his'], ['abuses', 'his', 'power,'], ['his', 'power,', 'afterwards'], ['power,', 'afterwards', 'to'], ['afterwards', 'to', 'punish'], ['to', 'punish', 'a'], ['punish', 'a', 'native'], ['a', 'native', 'chief'], ['native', 'chief', 'for'], ['chief', 'for', 'a'], ['for', 'a', 'similar'], ['a', 'similar', 'fault,'], ['similar', 'fault,', 'and'], ['fault,', 'and', 'so'], ['and', 'so', 'the'], ['so', 'the', 'error'], ['the', 'error', 'of'], ['error', 'of', 'the'], ['of', 'the', 'one'], ['the', 'one', 'becomes'], ['one', 'becomes', 'the'], ['becomes', 'the', 'passport'], ['the', 'passport', 'of'], ['passport', 'of', 'the'], ['of', 'the', 'other.']]
2612	Yet it seems to me, that such a fault on the part of an administrator must not, in some cases, be judged of with too much severity, and, above all, not according to European notions.	stern	182	35	['AUX', 'ADP', 'VERB', 'X', 'X', 'PUNCT', 'X', 'NOUN', 'CCONJ', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'NOUN', 'X', 'X', 'PUNCT', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'X', 'NOUN', 'CCONJ', 'X', 'VERB', 'DET', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'X', 'NOUN', 'X', 'PROPN', 'PRON', 'PUNCT']	['nsubj', 'fixed', 'ROOT', 'cop', 'fixed', 'punct', 'parataxis', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'cc', 'det', 'conj', 'fixed', 'fixed', 'punct', 'case', 'nmod', 'obl', 'punct', 'nsubj', 'fixed', 'cc', 'conj', 'conj', 'fixed', 'obj', 'punct', 'conj', 'punct', 'conj', 'compound:prt', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'cop', 'punct']	[['Yet', 'it', 'seems'], ['it', 'seems', 'to'], ['seems', 'to', 'me,'], ['to', 'me,', 'that'], ['me,', 'that', 'such'], ['that', 'such', 'a'], ['such', 'a', 'fault'], ['a', 'fault', 'on'], ['fault', 'on', 'the'], ['on', 'the', 'part'], ['the', 'part', 'of'], ['part', 'of', 'an'], ['of', 'an', 'administrator'], ['an', 'administrator', 'must'], ['administrator', 'must', 'not,'], ['must', 'not,', 'in'], ['not,', 'in', 'some'], ['in', 'some', 'cases,'], ['some', 'cases,', 'be'], ['cases,', 'be', 'judged'], ['be', 'judged', 'of'], ['judged', 'of', 'with'], ['of', 'with', 'too'], ['with', 'too', 'much'], ['too', 'much', 'severity,'], ['much', 'severity,', 'and,'], ['severity,', 'and,', 'above'], ['and,', 'above', 'all,'], ['above', 'all,', 'not'], ['all,', 'not', 'according'], ['not', 'according', 'to'], ['according', 'to', 'European'], ['to', 'European', 'notions.']]
2613	The population itself would think it strange, perhaps because so unwonted, if he always and in every case held too strictly to the stipulations that prescribed  the number of those destined for feudal labour, as circumstances may occur which were not foreseen when these stipulations were made.	stern	294	48	['X', 'X', 'X', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'VERB', 'X', 'NOUN', 'PUNCT', 'INTJ', 'X', 'X', 'X', 'ADP', 'NOUN', 'X', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'NOUN', 'NOUN', 'SPACE', 'X', 'X', 'CCONJ', 'NOUN', 'VERB', 'X', 'X', 'X', 'PUNCT', 'X', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'NOUN', 'X', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']	['nmod', 'fixed', 'fixed', 'ROOT', 'advmod', 'fixed', 'fixed', 'punct', 'conj', 'ROOT', 'det', 'nsubj', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'advcl', 'xcomp', 'fixed', 'det', 'fixed', 'fixed', 'fixed', 'nmod', 'obl', 'obl', 'fixed', 'fixed', 'fixed', 'ROOT', 'nsubj', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'nsubj', 'obj', 'advmod', 'compound:prt', 'fixed', 'xcomp', 'amod', 'obj', 'amod', 'xcomp', 'punct']	[['The', 'population', 'itself'], ['population', 'itself', 'would'], ['itself', 'would', 'think'], ['would', 'think', 'it'], ['think', 'it', 'strange,'], ['it', 'strange,', 'perhaps'], ['strange,', 'perhaps', 'because'], ['perhaps', 'because', 'so'], ['because', 'so', 'unwonted,'], ['so', 'unwonted,', 'if'], ['unwonted,', 'if', 'he'], ['if', 'he', 'always'], ['he', 'always', 'and'], ['always', 'and', 'in'], ['and', 'in', 'every'], ['in', 'every', 'case'], ['every', 'case', 'held'], ['case', 'held', 'too'], ['held', 'too', 'strictly'], ['too', 'strictly', 'to'], ['strictly', 'to', 'the'], ['to', 'the', 'stipulations'], ['the', 'stipulations', 'that'], ['stipulations', 'that', 'prescribed'], ['that', 'prescribed', ''], ['prescribed', '', 'the'], ['', 'the', 'number'], ['the', 'number', 'of'], ['number', 'of', 'those'], ['of', 'those', 'destined'], ['those', 'destined', 'for'], ['destined', 'for', 'feudal'], ['for', 'feudal', 'labour,'], ['feudal', 'labour,', 'as'], ['labour,', 'as', 'circumstances'], ['as', 'circumstances', 'may'], ['circumstances', 'may', 'occur'], ['may', 'occur', 'which'], ['occur', 'which', 'were'], ['which', 'were', 'not'], ['were', 'not', 'foreseen'], ['not', 'foreseen', 'when'], ['foreseen', 'when', 'these'], ['when', 'these', 'stipulations'], ['these', 'stipulations', 'were'], ['stipulations', 'were', 'made.']]
2614	But as soon as the limit of what is strictly lawful has been exceeded, it is difficult to fix the point where such an excess would become criminal; above all, great circumspection is wanted, when it is known that the chiefs only wait for a bad example to imitate it in still greater excess.	stern	290	54	['PROPN', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'NOUN', 'AUX', 'ADJ', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'X', 'X', 'ADJ', 'X', 'X', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'VERB', 'X', 'AUX', 'ADJ', 'X', 'X', 'X', 'NOUN', 'VERB', 'X', 'X', 'X', 'ADV', 'X', 'X', 'ADP', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']	['nsubj', 'fixed', 'flat', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'cop', 'advmod', 'ROOT', 'nsubj', 'nmod', 'obl', 'punct', 'nsubj', 'cop', 'parataxis', 'case', 'advmod', 'fixed', 'fixed', 'amod', 'obl', 'parataxis', 'flat', 'ROOT', 'amod', 'ROOT', 'punct', 'parataxis', 'amod', 'punct', 'parataxis', 'nsubj', 'cop', 'ROOT', 'punct', 'conj', 'nsubj', 'nmod:poss', 'amod', 'fixed', 'appos', 'fixed', 'fixed', 'ROOT', 'nmod', 'cc', 'obl', 'fixed', 'fixed', 'fixed', 'dep', 'case', 'obl', 'advmod', 'xcomp', 'punct']	[['But', 'as', 'soon'], ['as', 'soon', 'as'], ['soon', 'as', 'the'], ['as', 'the', 'limit'], ['the', 'limit', 'of'], ['limit', 'of', 'what'], ['of', 'what', 'is'], ['what', 'is', 'strictly'], ['is', 'strictly', 'lawful'], ['strictly', 'lawful', 'has'], ['lawful', 'has', 'been'], ['has', 'been', 'exceeded,'], ['been', 'exceeded,', 'it'], ['exceeded,', 'it', 'is'], ['it', 'is', 'difficult'], ['is', 'difficult', 'to'], ['difficult', 'to', 'fix'], ['to', 'fix', 'the'], ['fix', 'the', 'point'], ['the', 'point', 'where'], ['point', 'where', 'such'], ['where', 'such', 'an'], ['such', 'an', 'excess'], ['an', 'excess', 'would'], ['excess', 'would', 'become'], ['would', 'become', 'criminal;'], ['become', 'criminal;', 'above'], ['criminal;', 'above', 'all,'], ['above', 'all,', 'great'], ['all,', 'great', 'circumspection'], ['great', 'circumspection', 'is'], ['circumspection', 'is', 'wanted,'], ['is', 'wanted,', 'when'], ['wanted,', 'when', 'it'], ['when', 'it', 'is'], ['it', 'is', 'known'], ['is', 'known', 'that'], ['known', 'that', 'the'], ['that', 'the', 'chiefs'], ['the', 'chiefs', 'only'], ['chiefs', 'only', 'wait'], ['only', 'wait', 'for'], ['wait', 'for', 'a'], ['for', 'a', 'bad'], ['a', 'bad', 'example'], ['bad', 'example', 'to'], ['example', 'to', 'imitate'], ['to', 'imitate', 'it'], ['imitate', 'it', 'in'], ['it', 'in', 'still'], ['in', 'still', 'greater'], ['still', 'greater', 'excess.']]
2615	The story of that king who ordered that every grain of salt which he had used at his simple dinner, when he travelled through the country at the head of his army, should be paid for, because otherwise, as he said, this would be a beginning of an injustice that would at last destroy his kingdom his name may have been Tamerlane, Nber-eddien, or Genghis Khan—certainly either this fable, or if it is no fable, the occurrence itself, is of Asiatic origin ; and just as looking at sea-dikes makes you think of the possibility of high water, so it must be admitted that there exists an inclination to such abuses, in a country where such lessons are given.	stern	652	119	['X', 'PROPN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'X', 'X', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PRON', 'AUX', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'X', 'X', 'ADJ', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'X', 'VERB', 'PUNCT', 'NOUN', 'DET', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'DET', 'X', 'NOUN', 'CCONJ', 'ADP', 'X', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'X', 'PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'X', 'INTJ', 'X', 'AUX', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'PUNCT', 'AUX', 'CCONJ', 'PROPN', 'ADJ', 'PUNCT', 'X', 'NOUN', 'X', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'INTJ', 'ADP', 'X', 'X', 'X', 'X', 'ADJ', 'NOUN', 'PROPN', 'X', 'X', 'X', 'X', 'PUNCT', 'ADP', 'CCONJ', 'X', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'PUNCT']	['nsubj', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'fixed', 'aux', 'parataxis', 'cop', 'obl', 'parataxis', 'obl', 'punct', 'ROOT', 'compound:prt', 'fixed', 'advmod', 'compound:prt', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'compound:prt', 'punct', 'parataxis', 'fixed', 'fixed', 'fixed', 'punct', 'amod', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'punct', 'amod', 'conj', 'compound:prt', 'fixed', 'fixed', 'cc', 'case', 'fixed', 'conj', 'appos', 'ROOT', 'flat', 'amod', 'amod', 'obl', 'nmod', 'fixed', 'amod', 'nmod', 'ROOT', 'nsubj', 'punct', 'conj', 'punct', 'case', 'amod', 'ROOT', 'amod', 'amod', 'ROOT', 'punct', 'conj', 'fixed', 'fixed', 'cop', 'dep', 'conj', 'punct', 'appos', 'fixed', 'fixed', 'punct', 'cop', 'cc', 'nsubj', 'amod', 'punct', 'obl', 'fixed', 'fixed', 'fixed', 'acl', 'nsubj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'ROOT', 'punct', 'ccomp', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'amod', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'appos', 'punct', 'case', 'cc', 'obl', 'amod', 'nsubj', 'ROOT', 'amod', 'nsubj', 'punct']	[['The', 'story', 'of'], ['story', 'of', 'that'], ['of', 'that', 'king'], ['that', 'king', 'who'], ['king', 'who', 'ordered'], ['who', 'ordered', 'that'], ['ordered', 'that', 'every'], ['that', 'every', 'grain'], ['every', 'grain', 'of'], ['grain', 'of', 'salt'], ['of', 'salt', 'which'], ['salt', 'which', 'he'], ['which', 'he', 'had'], ['he', 'had', 'used'], ['had', 'used', 'at'], ['used', 'at', 'his'], ['at', 'his', 'simple'], ['his', 'simple', 'dinner,'], ['simple', 'dinner,', 'when'], ['dinner,', 'when', 'he'], ['when', 'he', 'travelled'], ['he', 'travelled', 'through'], ['travelled', 'through', 'the'], ['through', 'the', 'country'], ['the', 'country', 'at'], ['country', 'at', 'the'], ['at', 'the', 'head'], ['the', 'head', 'of'], ['head', 'of', 'his'], ['of', 'his', 'army,'], ['his', 'army,', 'should'], ['army,', 'should', 'be'], ['should', 'be', 'paid'], ['be', 'paid', 'for,'], ['paid', 'for,', 'because'], ['for,', 'because', 'otherwise,'], ['because', 'otherwise,', 'as'], ['otherwise,', 'as', 'he'], ['as', 'he', 'said,'], ['he', 'said,', 'this'], ['said,', 'this', 'would'], ['this', 'would', 'be'], ['would', 'be', 'a'], ['be', 'a', 'beginning'], ['a', 'beginning', 'of'], ['beginning', 'of', 'an'], ['of', 'an', 'injustice'], ['an', 'injustice', 'that'], ['injustice', 'that', 'would'], ['that', 'would', 'at'], ['would', 'at', 'last'], ['at', 'last', 'destroy'], ['last', 'destroy', 'his'], ['destroy', 'his', 'kingdom'], ['his', 'kingdom', 'his'], ['kingdom', 'his', 'name'], ['his', 'name', 'may'], ['name', 'may', 'have'], ['may', 'have', 'been'], ['have', 'been', 'Tamerlane,'], ['been', 'Tamerlane,', 'Nber-eddien,'], ['Tamerlane,', 'Nber-eddien,', 'or'], ['Nber-eddien,', 'or', 'Genghis'], ['or', 'Genghis', 'Khan—certainly'], ['Genghis', 'Khan—certainly', 'either'], ['Khan—certainly', 'either', 'this'], ['either', 'this', 'fable,'], ['this', 'fable,', 'or'], ['fable,', 'or', 'if'], ['or', 'if', 'it'], ['if', 'it', 'is'], ['it', 'is', 'no'], ['is', 'no', 'fable,'], ['no', 'fable,', 'the'], ['fable,', 'the', 'occurrence'], ['the', 'occurrence', 'itself,'], ['occurrence', 'itself,', 'is'], ['itself,', 'is', 'of'], ['is', 'of', 'Asiatic'], ['of', 'Asiatic', 'origin'], ['Asiatic', 'origin', ';'], ['origin', ';', 'and'], [';', 'and', 'just'], ['and', 'just', 'as'], ['just', 'as', 'looking'], ['as', 'looking', 'at'], ['looking', 'at', 'sea-dikes'], ['at', 'sea-dikes', 'makes'], ['sea-dikes', 'makes', 'you'], ['makes', 'you', 'think'], ['you', 'think', 'of'], ['think', 'of', 'the'], ['of', 'the', 'possibility'], ['the', 'possibility', 'of'], ['possibility', 'of', 'high'], ['of', 'high', 'water,'], ['high', 'water,', 'so'], ['water,', 'so', 'it'], ['so', 'it', 'must'], ['it', 'must', 'be'], ['must', 'be', 'admitted'], ['be', 'admitted', 'that'], ['admitted', 'that', 'there'], ['that', 'there', 'exists'], ['there', 'exists', 'an'], ['exists', 'an', 'inclination'], ['an', 'inclination', 'to'], ['inclination', 'to', 'such'], ['to', 'such', 'abuses,'], ['such', 'abuses,', 'in'], ['abuses,', 'in', 'a'], ['in', 'a', 'country'], ['a', 'country', 'where'], ['country', 'where', 'such'], ['where', 'such', 'lessons'], ['such', 'lessons', 'are'], ['lessons', 'are', 'given.']]
2616	The persons whom Havelaar had lawfully at his disposal could only keep clear a very small part of his grounds, in the immediate neighbourhood of his house, from weeds and underwood.	stern	181	31	['X', 'ADJ', 'NOUN', 'PROPN', 'AUX', 'NOUN', 'VERB', 'X', 'NOUN', 'NOUN', 'PROPN', 'X', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'VERB', 'ADV', 'PUNCT', 'ADP', 'X', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADV', 'X', 'X', 'PUNCT']	['nmod', 'fixed', 'ROOT', 'nsubj', 'aux', 'obj', 'fixed', 'fixed', 'fixed', 'obj', 'appos', 'obj', 'obj', 'cc', 'obl', 'fixed', 'fixed', 'cc', 'conj', 'advmod', 'punct', 'case', 'fixed', 'fixed', 'obj', 'cc', 'conj', 'fixed', 'punct', 'appos', 'parataxis', 'obj', 'ROOT', 'punct']	[['The', 'persons', 'whom'], ['persons', 'whom', 'Havelaar'], ['whom', 'Havelaar', 'had'], ['Havelaar', 'had', 'lawfully'], ['had', 'lawfully', 'at'], ['lawfully', 'at', 'his'], ['at', 'his', 'disposal'], ['his', 'disposal', 'could'], ['disposal', 'could', 'only'], ['could', 'only', 'keep'], ['only', 'keep', 'clear'], ['keep', 'clear', 'a'], ['clear', 'a', 'very'], ['a', 'very', 'small'], ['very', 'small', 'part'], ['small', 'part', 'of'], ['part', 'of', 'his'], ['of', 'his', 'grounds,'], ['his', 'grounds,', 'in'], ['grounds,', 'in', 'the'], ['in', 'the', 'immediate'], ['the', 'immediate', 'neighbourhood'], ['immediate', 'neighbourhood', 'of'], ['neighbourhood', 'of', 'his'], ['of', 'his', 'house,'], ['his', 'house,', 'from'], ['house,', 'from', 'weeds'], ['from', 'weeds', 'and'], ['weeds', 'and', 'underwood.']]
2617	The rest was in a few weeks a wilderness.	stern	41	9	['X', 'PROPN', 'VERB', 'ADP', 'X', 'X', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	['ROOT', 'flat', 'cop', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'punct']	[['The', 'rest', 'was'], ['rest', 'was', 'in'], ['was', 'in', 'a'], ['in', 'a', 'few'], ['a', 'few', 'weeks'], ['few', 'weeks', 'a'], ['weeks', 'a', 'wilderness.']]
2618	Havelaar wrote to the Resident about the means of remedying this, either by paid labour, or by proposing to the Government to cause persons under  sentence of hard labour, to work in the Residency of Bantam, as elsewhere.	stern	221	39	['ADJ', 'NOUN', 'X', 'X', 'X', 'X', 'X', 'X', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'X', 'VERB', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'ADJ', 'NOUN', 'VERB', 'SPACE', 'NOUN', 'CCONJ', 'ADJ', 'X', 'PUNCT', 'X', 'X', 'ADP', 'X', 'X', 'CCONJ', 'PROPN', 'PUNCT', 'X', 'ADJ', 'PUNCT']	['amod', 'nsubj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'cc', 'conj', 'fixed', 'punct', 'advmod', 'advmod', 'acl', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'nmod', 'amod', 'ROOT', 'cc', 'amod', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'conj', 'fixed', 'punct']	[['Havelaar', 'wrote', 'to'], ['wrote', 'to', 'the'], ['to', 'the', 'Resident'], ['the', 'Resident', 'about'], ['Resident', 'about', 'the'], ['about', 'the', 'means'], ['the', 'means', 'of'], ['means', 'of', 'remedying'], ['of', 'remedying', 'this,'], ['remedying', 'this,', 'either'], ['this,', 'either', 'by'], ['either', 'by', 'paid'], ['by', 'paid', 'labour,'], ['paid', 'labour,', 'or'], ['labour,', 'or', 'by'], ['or', 'by', 'proposing'], ['by', 'proposing', 'to'], ['proposing', 'to', 'the'], ['to', 'the', 'Government'], ['the', 'Government', 'to'], ['Government', 'to', 'cause'], ['to', 'cause', 'persons'], ['cause', 'persons', 'under'], ['persons', 'under', ''], ['under', '', 'sentence'], ['', 'sentence', 'of'], ['sentence', 'of', 'hard'], ['of', 'hard', 'labour,'], ['hard', 'labour,', 'to'], ['labour,', 'to', 'work'], ['to', 'work', 'in'], ['work', 'in', 'the'], ['in', 'the', 'Residency'], ['the', 'Residency', 'of'], ['Residency', 'of', 'Bantam,'], ['of', 'Bantam,', 'as'], ['Bantam,', 'as', 'elsewhere.']]
2619	"Thereupon he received a refusal, with the observation that he had a right to put to work on his grounds the persons who had been condemned by him, as a magistrate, to ""labour on the public roads."""	stern	196	37	['PROPN', 'X', 'X', 'CCONJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'X', 'AUX', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'ADV', 'X', 'X', 'NOUN', 'AUX', 'NOUN', 'NOUN', 'X', 'X', 'PUNCT', 'X', 'X', 'X', 'PUNCT', 'X', 'PUNCT', 'X', 'X', 'X', 'X', 'ADJ', 'PUNCT', 'PUNCT']	['parataxis', 'fixed', 'fixed', 'cc', 'conj', 'punct', 'conj', 'fixed', 'fixed', 'ROOT', 'obl', 'fixed', 'cc', 'fixed', 'fixed', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'fixed', 'aux', 'obl', 'ROOT', 'nsubj', 'fixed', 'punct', 'conj', 'fixed', 'fixed', 'punct', 'det', 'punct', 'conj', 'fixed', 'fixed', 'fixed', 'fixed', 'punct', 'punct']	"[['Thereupon', 'he', 'received'], ['he', 'received', 'a'], ['received', 'a', 'refusal,'], ['a', 'refusal,', 'with'], ['refusal,', 'with', 'the'], ['with', 'the', 'observation'], ['the', 'observation', 'that'], ['observation', 'that', 'he'], ['that', 'he', 'had'], ['he', 'had', 'a'], ['had', 'a', 'right'], ['a', 'right', 'to'], ['right', 'to', 'put'], ['to', 'put', 'to'], ['put', 'to', 'work'], ['to', 'work', 'on'], ['work', 'on', 'his'], ['on', 'his', 'grounds'], ['his', 'grounds', 'the'], ['grounds', 'the', 'persons'], ['the', 'persons', 'who'], ['persons', 'who', 'had'], ['who', 'had', 'been'], ['had', 'been', 'condemned'], ['been', 'condemned', 'by'], ['condemned', 'by', 'him,'], ['by', 'him,', 'as'], ['him,', 'as', 'a'], ['as', 'a', 'magistrate,'], ['a', 'magistrate,', 'to'], ['magistrate,', 'to', '""labour'], ['to', '""labour', 'on'], ['""labour', 'on', 'the'], ['on', 'the', 'public'], ['the', 'public', 'roads.""']]"
